local_id,name,canonical_name,category_name,status,problem,page_url,inventory_image_url,world_image_url,color_image_url,inventory_image_path,world_image_path,color_image_path,internal_item_id,internal_tile_id
288,Nebula Brick,nebula brick,Bricks,ok,,https://terraria.wiki.gg/wiki/Nebula_Brick,https://terraria.wiki.gg/images/Nebula_Brick.png?172f28,https://terraria.wiki.gg/images/Nebula_Brick_%28placed%29.png?ad7cf9,https://terraria.wiki.gg/images/Nebula_Brick_%28placed%29.png?ad7cf9,images\inventory\288_nebula_brick_inventory.png,images\world\288_nebula_brick_world.png,images\color\288_nebula_brick_color.png,4231,502
289,Confetti Block,confetti block,Other Crafted,ok,,https://terraria.wiki.gg/wiki/Confetti_Block,https://terraria.wiki.gg/images/Confetti_Block.png?b1f9a5,https://terraria.wiki.gg/images/Confetti_Block_%28placed%29.gif?67149e,https://terraria.wiki.gg/images/Confetti_Block_%28placed%29.gif?67149e,images\inventory\289_confetti_block_inventory.png,images\world\289_confetti_block_world.gif,images\color\289_confetti_block_color.gif,2695,328
290,Ruby Stone Block,ruby stone block,Ore,problem,missing_inventory_image_and_world_image,https://terraria.wiki.gg/wiki/Ruby_Stone_Block,,,,,,,4640,63
291,Stardust Brick,stardust brick,Bricks,ok,,https://terraria.wiki.gg/wiki/Stardust_Brick,https://terraria.wiki.gg/images/Stardust_Brick.png?b12a50,https://terraria.wiki.gg/images/Stardust_Brick_%28placed%29.png?543063,https://terraria.wiki.gg/images/Stardust_Brick_%28placed%29.png?543063,images\inventory\291_stardust_brick_inventory.png,images\world\291_stardust_brick_world.png,images\color\291_stardust_brick_color.png,4232,503
292,Gold Starry Block,gold starry block,Other Crafted,ok,,https://terraria.wiki.gg/wiki/Gold_Starry_Block,https://terraria.wiki.gg/images/Gold_Starry_Block.png?430492,https://terraria.wiki.gg/images/Gold_Starry_Block_%28placed%29.gif?4da480,https://terraria.wiki.gg/images/Gold_Starry_Block_%28placed%29.gif?4da480,images\inventory\292_gold_starry_block_inventory.png,images\world\292_gold_starry_block_world.gif,images\color\292_gold_starry_block_color.gif,4277,507
293,Diamond,diamond,Ore,ok,,https://terraria.wiki.gg/wiki/Diamond,https://terraria.wiki.gg/images/Diamond.png?49f775,https://terraria.wiki.gg/images/Diamond_%28placed%29.png?a402af,https://terraria.wiki.gg/images/Diamond_%28placed%29.png?a402af,images\inventory\293_diamond_inventory.png,images\world\293_diamond_world.png,images\color\293_diamond_color.png,182,178
294,Vortex Brick,vortex brick,Bricks,ok,,https://terraria.wiki.gg/wiki/Vortex_Brick,https://terraria.wiki.gg/images/Vortex_Brick.png?bdb726,https://terraria.wiki.gg/images/Vortex_Brick_%28placed%29.png?c4ad7b,https://terraria.wiki.gg/images/Vortex_Brick_%28placed%29.png?c4ad7b,images\inventory\294_vortex_brick_inventory.png,images\world\294_vortex_brick_world.png,images\color\294_vortex_brick_color.png,4230,501
295,Midnight Confetti Block,midnight confetti block,Other Crafted,ok,,https://terraria.wiki.gg/wiki/Midnight_Confetti_Block,https://terraria.wiki.gg/images/Midnight_Confetti_Block.png?bf28ec,https://terraria.wiki.gg/images/Midnight_Confetti_Block_%28placed%29.gif?d291f0,https://terraria.wiki.gg/images/Midnight_Confetti_Block_%28placed%29.gif?d291f0,images\inventory\295_midnight_confetti_block_inventory.png,images\world\295_midnight_confetti_block_world.gif,images\color\295_midnight_confetti_block_color.gif,2697,329
296,Diamond Stone Block,diamond stone block,Ore,problem,missing_inventory_image_and_world_image,https://terraria.wiki.gg/wiki/Diamond_Stone_Block,,,,,,,4640,63
297,Ancient Copper Brick,ancient copper brick,Bricks,ok,,https://terraria.wiki.gg/wiki/Ancient_Copper_Brick,https://terraria.wiki.gg/images/Ancient_Copper_Brick.png?453b60,https://terraria.wiki.gg/images/Ancient_Copper_Brick_%28placed%29.png?b423e1,https://terraria.wiki.gg/images/Ancient_Copper_Brick_%28placed%29.png?b423e1,images\inventory\297_ancient_copper_brick_inventory.png,images\world\297_ancient_copper_brick_world.png,images\color\297_ancient_copper_brick_color.png,5427,682
298,Waterfall Block,waterfall block,Other Crafted,ok,,https://terraria.wiki.gg/wiki/Waterfall_Block,https://terraria.wiki.gg/images/Waterfall_Block.png?903350,https://terraria.wiki.gg/images/Waterfall_Block_%28placed%29.gif?7a62a9,https://terraria.wiki.gg/images/Waterfall_Block_%28placed%29.gif?7a62a9,images\inventory\298_waterfall_block_inventory.png,images\world\298_waterfall_block_world.gif,images\color\298_waterfall_block_color.gif,2693,326
299,Amber,amber,Ore,ok,,https://terraria.wiki.gg/wiki/Amber,https://terraria.wiki.gg/images/Amber.png?2e0ef5,https://terraria.wiki.gg/images/Amber_%28placed%29.png?b1dedf,https://terraria.wiki.gg/images/Amber_%28placed%29.png?b1dedf,images\inventory\299_amber_inventory.png,images\world\299_amber_world.png,images\color\299_amber_color.png,999,178
300,Ancient Silver Brick,ancient silver brick,Bricks,ok,,https://terraria.wiki.gg/wiki/Ancient_Silver_Brick,https://terraria.wiki.gg/images/Ancient_Silver_Brick.png?b4133d,https://terraria.wiki.gg/images/Ancient_Silver_Brick_%28placed%29.png?4b690a,https://terraria.wiki.gg/images/Ancient_Silver_Brick_%28placed%29.png?4b690a,images\inventory\300_ancient_silver_brick_inventory.png,images\world\300_ancient_silver_brick_world.png,images\color\300_ancient_silver_brick_color.png,5425,681
301,Lavafall Block,lavafall block,Other Crafted,ok,,https://terraria.wiki.gg/wiki/Lavafall_Block,https://terraria.wiki.gg/images/Lavafall_Block.png?7e8766,https://terraria.wiki.gg/images/Lavafall_Block_%28placed%29.gif?5df415,https://terraria.wiki.gg/images/Lavafall_Block_%28placed%29.gif?5df415,images\inventory\301_lavafall_block_inventory.png,images\world\301_lavafall_block_world.gif,images\color\301_lavafall_block_color.gif,2694,327
302,Amber Stone Block,amber stone block,Ore,problem,missing_inventory_image_and_world_image,https://terraria.wiki.gg/wiki/Amber_Stone_Block,,,,,,,4640,63
303,Ancient Gold Brick,ancient gold brick,Bricks,ok,,https://terraria.wiki.gg/wiki/Ancient_Gold_Brick,https://terraria.wiki.gg/images/Ancient_Gold_Brick.png?52cd3c,https://terraria.wiki.gg/images/Ancient_Gold_Brick_%28placed%29.png?6061f7,https://terraria.wiki.gg/images/Ancient_Gold_Brick_%28placed%29.png?6061f7,images\inventory\303_ancient_gold_brick_inventory.png,images\world\303_ancient_gold_brick_world.png,images\color\303_ancient_gold_brick_color.png,5423,680
304,Honeyfall Block,honeyfall block,Other Crafted,ok,,https://terraria.wiki.gg/wiki/Honeyfall_Block,https://terraria.wiki.gg/images/Honeyfall_Block.png?f4d032,https://terraria.wiki.gg/images/Honeyfall_Block_%28placed%29.gif?39d04a,https://terraria.wiki.gg/images/Honeyfall_Block_%28placed%29.gif?39d04a,images\inventory\304_honeyfall_block_inventory.png,images\world\304_honeyfall_block_world.gif,images\color\304_honeyfall_block_color.gif,2787,345
305,Ancient Obsidian Brick,ancient obsidian brick,Bricks,ok,,https://terraria.wiki.gg/wiki/Ancient_Obsidian_Brick,https://terraria.wiki.gg/images/Ancient_Obsidian_Brick.png?386f81,https://terraria.wiki.gg/images/Ancient_Obsidian_Brick_%28placed%29.png?e2d197,https://terraria.wiki.gg/images/Ancient_Obsidian_Brick_%28placed%29.png?e2d197,images\inventory\305_ancient_obsidian_brick_inventory.png,images\world\305_ancient_obsidian_brick_world.png,images\color\305_ancient_obsidian_brick_color.png,5433,683
306,Shimmerfall Block,shimmerfall block,Other Crafted,ok,,https://terraria.wiki.gg/wiki/Shimmerfall_Block,https://terraria.wiki.gg/images/Shimmerfall_Block.png?3ad09f,https://terraria.wiki.gg/images/Shimmerfall_Block_%28placed%29.gif?93ef65,https://terraria.wiki.gg/images/Shimmerfall_Block_%28placed%29.gif?93ef65,images\inventory\306_shimmerfall_block_inventory.png,images\world\306_shimmerfall_block_world.gif,images\color\306_shimmerfall_block_color.gif,5493,708
307,Ancient Hellstone Brick,ancient hellstone brick,Bricks,ok,,https://terraria.wiki.gg/wiki/Ancient_Hellstone_Brick,https://terraria.wiki.gg/images/Ancient_Hellstone_Brick.png?96b400,https://terraria.wiki.gg/images/Ancient_Hellstone_Brick_%28placed%29.png?b5872a,https://terraria.wiki.gg/images/Ancient_Hellstone_Brick_%28placed%29.png?b5872a,images\inventory\307_ancient_hellstone_brick_inventory.png,images\world\307_ancient_hellstone_brick_world.png,images\color\307_ancient_hellstone_brick_color.png,5435,684
308,Sandfall Block,sandfall block,Other Crafted,ok,,https://terraria.wiki.gg/wiki/Sandfall_Block,https://terraria.wiki.gg/images/Sandfall_Block.png?113ae6,https://terraria.wiki.gg/images/Sandfall_Block_%28placed%29.gif?ebb57a,https://terraria.wiki.gg/images/Sandfall_Block_%28placed%29.gif?ebb57a,images\inventory\308_sandfall_block_inventory.png,images\world\308_sandfall_block_world.gif,images\color\308_sandfall_block_color.gif,3754,458
309,Ancient Cobalt Brick,ancient cobalt brick,Bricks,ok,,https://terraria.wiki.gg/wiki/Ancient_Cobalt_Brick,https://terraria.wiki.gg/images/Ancient_Cobalt_Brick.png?47ee57,https://terraria.wiki.gg/images/Ancient_Cobalt_Brick_%28placed%29.png?ed9218,https://terraria.wiki.gg/images/Ancient_Cobalt_Brick_%28placed%29.png?ed9218,images\inventory\309_ancient_cobalt_brick_inventory.png,images\world\309_ancient_cobalt_brick_world.png,images\color\309_ancient_cobalt_brick_color.png,5429,685
310,Snowfall Block,snowfall block,Other Crafted,problem,missing_inventory_image_and_world_image,https://terraria.wiki.gg/wiki/Snowfall_Block,,,,,,,3755,459
311,Ancient Mythril Brick,ancient mythril brick,Bricks,ok,,https://terraria.wiki.gg/wiki/Ancient_Mythril_Brick,https://terraria.wiki.gg/images/Ancient_Mythril_Brick.png?78bb1c,https://terraria.wiki.gg/images/Ancient_Mythril_Brick_%28placed%29.png?17d747,https://terraria.wiki.gg/images/Ancient_Mythril_Brick_%28placed%29.png?17d747,images\inventory\311_ancient_mythril_brick_inventory.png,images\world\311_ancient_mythril_brick_world.png,images\color\311_ancient_mythril_brick_color.png,5431,686
312,Ancient Blue Brick,ancient blue brick,Bricks,ok,,https://terraria.wiki.gg/wiki/Ancient_Blue_Brick,https://terraria.wiki.gg/images/Ancient_Blue_Brick.png?15f119,https://terraria.wiki.gg/images/Ancient_Blue_Brick_%28placed%29.png?313e6b,https://terraria.wiki.gg/images/Ancient_Blue_Brick_%28placed%29.png?313e6b,images\inventory\312_ancient_blue_brick_inventory.png,images\world\312_ancient_blue_brick_world.png,images\color\312_ancient_blue_brick_color.png,5417,677
313,Ancient Green Brick,ancient green brick,Bricks,ok,,https://terraria.wiki.gg/wiki/Ancient_Green_Brick,https://terraria.wiki.gg/images/Ancient_Green_Brick.png?c6c032,https://terraria.wiki.gg/images/Ancient_Green_Brick_%28placed%29.png?bdef8f,https://terraria.wiki.gg/images/Ancient_Green_Brick_%28placed%29.png?bdef8f,images\inventory\313_ancient_green_brick_inventory.png,images\world\313_ancient_green_brick_world.png,images\color\313_ancient_green_brick_color.png,5417,677
314,Ancient Pink Brick,ancient pink brick,Bricks,ok,,https://terraria.wiki.gg/wiki/Ancient_Pink_Brick,https://terraria.wiki.gg/images/Ancient_Pink_Brick.png?c62bf0,https://terraria.wiki.gg/images/Ancient_Pink_Brick_%28placed%29.png?e2837a,https://terraria.wiki.gg/images/Ancient_Pink_Brick_%28placed%29.png?e2837a,images\inventory\314_ancient_pink_brick_inventory.png,images\world\314_ancient_pink_brick_world.png,images\color\314_ancient_pink_brick_color.png,5417,677
